"","index","study_id","id","author","year","group","group_id","group_desc","url","country","region","city","time_MAX","time_50","time_MIN","detailed_time","exp_dur","fu_dur","age_base","age_SD","days_ps","days_cat","yrs_ps","stroke_type","nihss_base","mmse_base","mMmse_base","fim_base","brunstrom_base","frenchay_base","fac_base","barthel_base","mBarthel_base","motricity_base","BBS_base","BBT_base","gcs_base","MAS_base","sis_base","rivermead_base","ashworth_base","mAshworth_base","rankin_base","bdi_base","cesd_base","OPS_base","terminal_dropout","outcome_name","outcome_extremity","ue_subscale","le_subscale","fma_outcome","speed_outcome","SCOAR_outcome","p_outcome_stated","itt_analysis","base_n","base_m","base_sd","difference_score","term_n","term_m","term_sd","diff_base","diff_term","fu_n","fu_m","fu_sd","est_corr","term_diff","term_s_diff","fu_diff","fu_s_diff","term_d","fu_d","j_corr_factor","term_g","fu_g","term_Vd","fu_Vd","term_Vg","fu_Vg","exp.c","DPS.c","rtDPS","rtDPS.c","time50.c","rtTIME","rtTIME.c","age.c","DUR.c","rtDUR","rtDUR.c"
"604",604,167,"sullivan2007","sullivan","2007","exp",380,"BWSTT with cycling","http://www.ncbi.nlm.nih.gov/pubmed/17895349","usa","CA","los angeles",24,24,24,1,42,222,58.2,15.2,693,">1year",1.898630137,1,NA,"","","","",NA,"","",NA,"",45.2,NA,NA,"","",NA,"","","",NA,"",NA,2,"10mwt SSV","le","","speed","","speed","lohse",1,1,20,0.54,0.28,0,18,0.63,0.33,NA,NA,16,0.64,0.32,0.5,0.09,0.304635483,0.1,0.298308959,0.295435052,0.335222918,0.96,0.28361765,0.321814002,0.052182047,0.05280936,0.048090974,0.048669106,0.5,79.546204620462,26.3248931621764,5.97948140727717,-5.80594059405941,4.89897948556636,0.134611558210648,-2.78954455445544,-0.0555775577557753,6.48074069840786,0.363558759415592
"605",605,167,"sullivan2007","sullivan","2007","exp",381,"BWSTT with progessive lower extremity resistance training","http://www.ncbi.nlm.nih.gov/pubmed/17895349","usa","CA","los angeles",24,24,24,1,42,222,61.4,11.2,621,">1year",1.701369863,1,NA,"","","","",NA,"","",NA,"",40.4,NA,NA,"","",NA,"","","",NA,"",NA,4,"10mwt SSV","le","","speed","","speed","lohse",1,1,20,0.57,0.35,0,16,0.67,0.37,NA,NA,14,0.77,0.3,0.5,0.1,0.358960919,0.2,0.330600779,0.278581859,0.604959252,0.96,0.267438585,0.580760882,0.051940196,0.059149392,0.047868085,0.05451208,0.5,7.54620462046205,24.9198715887542,4.57445983385503,-5.80594059405941,4.89897948556636,0.134611558210648,0.410455445544557,-0.0555775577557753,6.48074069840786,0.363558759415592
"618",618,169,"sungkarat2011","sungkarat","2011","ctrl",386,"conventional programme of gait retraining","http://www.ncbi.nlm.nih.gov/pubmed/21148267","thailand","","chiang mai",15,15,15,1,21,NA,53.83,11.18,141,"<1year",0.38630137,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",3.44,2,"gait speed","le","","speed","","speed","lohse",1,0,18,22.24,9.1,0,18,26.3,8.5,NA,NA,NA,NA,NA,0.5,4.06,8.805112151,NA,9.1,0.461095774,NA,0.955223881,0.440449694,NA,0.06146137,NA,0.05608059,NA,-0.5,-472.453795379538,11.8743420870379,-8.47106966786128,-14.8059405940594,3.87298334620742,-0.891384581148291,-7.15954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"619",619,169,"sungkarat2011","sungkarat","2011","exp",387,"gait training with a sensored insole and augmented feedback","http://www.ncbi.nlm.nih.gov/pubmed/21148267","thailand","","chiang mai",15,15,15,1,21,NA,52.112,7.17,118.2,"<1year",0.323835616,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",3.55,3,"gait speed","le","","speed","","speed","lohse",1,0,17,23.52,10.8,0,17,35.09,13.6,NA,NA,NA,NA,NA,0.5,11.57,12.28006515,NA,10.8,0.942177412,NA,0.952380952,0.897311821,NA,0.084932302,NA,0.077036102,NA,0.5,-495.253795379538,10.8719823399415,-9.47342941495769,-14.8059405940594,3.87298334620742,-0.891384581148291,-8.87754455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"624",624,171,"tanaka2012","tanaka","2012","ctrl",390,"no therapy","http://www.ncbi.nlm.nih.gov/pubmed/22275464","japan","","tsukuba",0,0,0,1,28,56,60,8.5,1962,">1year",5.375342466,1,NA,">23","","78.2","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed","le","","speed","","speed","lohse",0,0,5,0.86,0.16,0,5,0.88,0.16,NA,NA,NA,NA,NA,0.5,0.02,0.16,NA,0.16,0.125,NA,0.8,0.1,NA,0.2015625,NA,0.129,NA,-0.5,1348.54620462046,44.2944691807002,23.949057425801,-29.8059405940594,0,-4.76436792735571,-0.989544554455442,-14.0555775577558,5.29150262212918,-0.825679316863087
"625",625,171,"tanaka2012","tanaka","2012","exp",391,"GaitMaster 4","http://www.ncbi.nlm.nih.gov/pubmed/22275464","japan","","tsukuba",4,4,4,1,28,56,63,10,1662,">1year",4.553424658,1,NA,">23","","79.9","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed","le","","speed","","speed","lohse",0,0,7,0.75,0.42,0,7,0.85,0.45,NA,NA,NA,NA,NA,0.5,0.1,0.435258544,NA,0.42,0.229748506,NA,0.869565217,0.199781309,NA,0.146627455,NA,0.110871422,NA,0.5,1048.54620462046,40.767634221279,20.4222224663798,-25.8059405940594,2,-2.76436792735571,2.01045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"628",628,172,"taub2006","taub","2006","ctrl",392,"general fitness","http://stroke.ahajournals.org/content/37/4/1045.abstract","usa","AL","birmingham",60,60,60,1,14,730,50.7,NA,1934.5,">1year",5.3,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"actual amount of use test","","","","","","lohse",0,0,20,1,0.7,0,20,0.9,0.6,NA,NA,NA,NA,NA,0.5,-0.1,0.651920241,NA,0.7,-0.153392998,NA,0.96,-0.147257278,NA,0.050588235,NA,0.046622118,NA,-0.5,1321.04620462046,43.9829512424985,23.6375394875993,30.1940594059406,7.74596669241483,2.98159876505913,-10.2895445544554,-28.0555775577558,3.74165738677394,-2.37552455221833
"629",629,172,"taub2006","taub","2006","exp",393,"CIMT","http://stroke.ahajournals.org/content/37/4/1045.abstract","usa","AL","birmingham",172,116,60,1,14,730,54.6,NA,1314,">1year",3.6,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"actual amount of use test","","","","","","lohse",0,0,21,0.8,0.4,0,21,1.5,0.9,NA,NA,NA,NA,NA,0.5,0.7,0.696419414,NA,0.4,1.005141422,NA,0.962025316,0.966971495,NA,0.07167403,NA,0.066333793,NA,0.5,700.546204620462,36.2491379207837,15.9037261658845,86.1940594059406,10.770329614269,6.0059616869133,-6.38954455445544,-28.0555775577558,3.74165738677394,-2.37552455221833
"636",636,176,"treger2012","treger","2012","ctrl",400,"standard care","http://www.ncbi.nlm.nih.gov/pubmed/22750958","israel","","tel aviv",17.5,17.5,17.5,1,14,NA,61.5,NA,23.3,"<90days",0.063835616,1,3.4,"","","27.5","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"mft","","","","","","lohse",0,0,19,6.3,22,1,19,9.8,NA,NA,NA,NA,NA,NA,0.5,3.5,22,NA,22,0.159090909,NA,0.957746479,0.152368758,NA,0.053297629,NA,0.04888876,NA,-0.5,-590.153795379538,4.82700735445887,-15.5184044004403,-12.3059405940594,4.18330013267038,-0.58106779468533,0.510455445544558,-28.0555775577558,3.74165738677394,-2.37552455221833
"637",637,176,"treger2012","treger","2012","exp",401,"mcimt","http://www.ncbi.nlm.nih.gov/pubmed/22750958","israel","","tel aviv",57.5,37.5,17.5,1,14,NA,62,NA,39.8,"<90days",0.109041096,1,3.5,"","","17.4","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"mft","","","","","","lohse",0,0,9,10.2,21.6,1,9,15.6,NA,NA,NA,NA,NA,NA,0.5,5.4,21.6,NA,21.6,0.25,NA,0.903225806,0.225806452,NA,0.114583333,NA,0.093479015,NA,0.5,-573.653795379538,6.308724118235,-14.0366876366642,7.69405940594059,6.12372435695795,1.35935642960224,1.01045544554456,-28.0555775577558,3.74165738677394,-2.37552455221833
"639",639,177,"van de port2012","van de port","2012","exp",403,"progressive circuit training","http://www.bmj.com/content/344/bmj.e2672","netherlands","","utrecht",36,36,36,1,84,168,56,10,91,"<1year",0.249315068,1,NA,"","","","",NA,"4.64","",NA,"",NA,NA,NA,"","80.9",12.67,"","","",NA,"",NA,1,"sis mobility subscale","","","","","","lohse",1,1,126,80.9,13.04,0,125,87.27,12.38,NA,NA,125,86.56,13.19,0.5,6.37,12.71560809,5.66,13.11491324,0.500959133,0.431569763,0.993987976,0.497947354,0.428975155,0.008932381,0.008675605,0.008825301,0.008571603,0.5,-522.453795379538,9.53939201416946,-10.8060197407297,6.19405940594059,6,1.23563207264429,-4.98954455445544,41.9444224422442,9.16515138991168,3.04796945091941
"646",646,178,"van deldan2013","van deldan","2013","ctrl",404,"coventional therapy","http://www.ncbi.nlm.nih.gov/pubmed/23868279","netherlands","","amsterdam",18,18,18,1,42,84,56.9,NA,77.7,"<90days",0.212876712,0,NA,">23","","","",NA,"","",NA,"61.9",NA,NA,NA,"","collected",NA,"","","",NA,"",NA,3,"arat","ue","arat","","","","lohse",1,0,19,23.3,15.4,1,16,39.2,NA,0,1,15,40.7,NA,0.5,15.9,15.4,17.4,15.4,1.032467532,1.12987013,0.957746479,0.988842144,1.082129138,0.080683926,0.086226487,0.074009616,0.079093687,-0.5,-535.753795379538,8.81476034841561,-11.5306514064836,-11.8059405940594,4.24264068711928,-0.521727240236423,-4.08954455445544,-0.0555775577557753,6.48074069840786,0.363558759415592
"647",647,178,"van deldan2013","van deldan","2013","exp",405,"mCIMT","http://www.ncbi.nlm.nih.gov/pubmed/23868279","netherlands","","amsterdam",198,108,18,1,42,84,59.8,NA,64.4,"<90days",0.176438356,0,NA,">23","","","",NA,"","",NA,"65.4",NA,NA,NA,"","collected",NA,"","","",NA,"",NA,1,"arat","ue","arat","","","","lohse",1,0,22,23.8,16.8,1,21,38.4,NA,0,1,20,42.9,NA,0.5,14.6,16.8,19.1,16.8,0.869047619,1.136904762,0.963855422,0.837636259,1.095811819,0.062619176,0.074830737,0.058174297,0.069519047,0.5,-549.053795379538,8.02496105909555,-12.3204506958036,78.1940594059406,10.3923048454133,5.62793691805756,-1.18954455445544,-0.0555775577557753,6.48074069840786,0.363558759415592
"648",648,178,"van deldan2013","van deldan","2013","exp",406,"bilateral arm training with auditory cuing","http://www.ncbi.nlm.nih.gov/pubmed/23868279","netherlands","","amsterdam",18,18,18,1,42,84,62.6,NA,54.6,"<90days",0.149589041,0,NA,">23","","","",NA,"","",NA,"63.9",NA,NA,NA,"","collected",NA,"","","",NA,"",NA,1,"arat","ue","arat","","","","lohse",1,0,19,25.8,16.1,1,18,39.9,NA,0,1,17,44.4,NA,0.5,14.1,16.1,18.6,16.1,0.875776398,1.155279503,0.957746479,0.838771761,1.106464876,0.072815376,0.087754493,0.066791966,0.080495294,0.5,-558.853795379538,7.38918128076447,-12.9562304741347,-11.8059405940594,4.24264068711928,-0.521727240236423,1.61045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"649",649,179,"van der lee1999","van der lee","1999","ctrl",407,"bimanual training using neurodevelopmental methods","http://www.ncbi.nlm.nih.gov/pubmed/10548673","netherlands","","amsterdam",60,60,60,1,14,365,62,NA,985.5,">1year",2.7,1,NA,">21","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",1,1,31,28.3,13.3,0,30,30,13.9,NA,NA,29,30.7,14.2,0.5,1.7,13.59822396,2.4,13.74184398,0.125016326,0.17464905,0.974789916,0.121864654,0.170246133,0.032510146,0.032750037,0.030891641,0.031119589,-0.5,372.046204620462,31.3926743046845,11.0472625497853,30.1940594059406,7.74596669241483,2.98159876505913,1.01045544554456,-28.0555775577558,3.74165738677394,-2.37552455221833
"650",650,179,"van der lee1999","van der lee","1999","exp",408,"forced use therapy","http://www.ncbi.nlm.nih.gov/pubmed/10548673","netherlands","","amsterdam",60,60,60,1,14,365,59,NA,1241,">1year",3.4,1,NA,">21","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"arat","ue","arat","","","","lohse",1,1,31,33.4,10.6,0,31,39.2,13.1,NA,NA,29,38.5,13.6,0.5,5.8,11.91574589,5.1,12.14118099,0.486750897,0.420057983,0.974789916,0.474479866,0.409468286,0.036079459,0.035104011,0.034283257,0.033356372,0.5,627.546204620462,35.2278299076171,14.8824181527179,30.1940594059406,7.74596669241483,2.98159876505913,-1.98954455445544,-28.0555775577558,3.74165738677394,-2.37552455221833
"653",653,180,"van nes2006","van nes","2006","exp",409,"exercise therapy with music + CPT","http://www.ncbi.nlm.nih.gov/pubmed/16902175","netherlands","","nijmegen",186.6,186.6,186.6,1,42,84,62.6,NA,34,"<90days",0.093150685,1,NA,"","","","",NA,"1","9.9",NA,"50.6",23.7,NA,NA,"","",5.2,"","","",NA,"",NA,0,"bbs","le","","balance","","","lohse",1,1,26,23.7,18.6,0,26,41.1,14.3,NA,NA,26,44.9,11.9,0.5,17.4,16.58990657,21.2,15.61361585,1.0488305,1.357789265,0.96969697,1.017047757,1.316644136,0.059616258,0.073915225,0.056057896,0.069503389,0.5,-579.453795379538,5.8309518948453,-14.5144598600539,156.794059405941,13.6601610532233,8.89579312586764,1.61045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"654",654,180,"van nes2006","van nes","2006","exp",410,"balance vibration trianing + CPT","http://www.ncbi.nlm.nih.gov/pubmed/16902175","netherlands","","nijmegen",220.7,220.7,220.7,1,42,84,59.7,NA,38.9,"<90days",0.106575342,1,NA,"","","","",NA,"1","10.3",NA,"47.4",23.9,NA,NA,"","",5.3,"","","",NA,"",NA,0,"bbs","le","","balance","","","lohse",1,1,27,23.9,14.8,0,27,40.6,12.8,NA,NA,27,44.3,10.9,0.5,16.7,13.83618445,20.4,12.99711506,1.206980152,1.569579087,0.970873786,1.17182539,1.523863192,0.064014835,0.082658861,0.060340122,0.077913905,0.5,-574.553795379538,6.23698645180507,-14.1084253030941,190.894059405941,14.8559752288431,10.0916073014874,-1.28954455445544,-0.0555775577557753,6.48074069840786,0.363558759415592
"659",659,182,"varoqui2011","varoqui","2011","ctrl",413,"standing practice (group c)","http://www.ncbi.nlm.nih.gov/pubmed/21628724","france","","montpellier",3,3,3,1,28,NA,60.12,NA,72.14,"<90days",0.197643836,1,NA,"","","51.29","",NA,"3","",NA,"",NA,NA,NA,"","",NA,"","2.71","",NA,"",NA,0,"pass","","","","","","lohse",0,0,7,27.57,4.65,0,7,31.14,4.45,NA,NA,NA,NA,NA,0.5,3.57,4.551098768,NA,4.65,0.784425955,NA,0.869565217,0.682109527,NA,0.186808863,NA,0.141254339,NA,-0.5,-541.313795379538,8.49352694703443,-11.8518848078648,-26.8059405940594,1.73205080756888,-3.03231711978683,-0.869544554455445,-14.0555775577558,5.29150262212918,-0.825679316863087
"660",660,182,"varoqui2011","varoqui","2011","exp",414,"balance practice with feedback (group a)","http://www.ncbi.nlm.nih.gov/pubmed/21628724","france","","montpellier",3,3,3,1,28,NA,57.49,NA,58.5,"<90days",0.160273973,1,NA,"","","54.43","",NA,"2.5","",NA,"",NA,NA,NA,"","",NA,"","1.44","",NA,"",NA,0,"pass","","","","","","lohse",0,0,8,26.5,5.58,0,8,33,2.78,NA,NA,NA,NA,NA,0.5,6.5,4.408219595,NA,5.58,1.474518195,NA,0.888888889,1.31068284,NA,0.260887744,NA,0.206133526,NA,0.5,-554.953795379538,7.64852927038918,-12.69688248451,-26.8059405940594,1.73205080756888,-3.03231711978683,-3.49954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"661",661,182,"varoqui2011","varoqui","2011","exp",415,"balance practice with feedback (group b)","http://www.ncbi.nlm.nih.gov/pubmed/21628724","france","","montpellier",3,3,3,1,28,NA,52.8,NA,69.25,"<90days",0.189726027,1,NA,"","","57.75","",NA,"3","",NA,"",NA,NA,NA,"","",NA,"","2.13","",NA,"",NA,0,"pass","","","","","","lohse",0,0,8,28.25,4.62,0,8,33.38,1.77,NA,NA,NA,NA,NA,0.5,5.13,3.498378196,NA,4.62,1.466393773,NA,0.888888889,1.303461131,NA,0.259394419,NA,0.204953615,NA,0.5,-544.203795379538,8.32165848854662,-12.0237532663526,-26.8059405940594,1.73205080756888,-3.03231711978683,-8.18954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"664",664,184,"verma2011","verma","2011","ctrl",418,"standard therapy group","http://www.ncbi.nlm.nih.gov/pubmed/22120031","india","","lucknow",8.12,8.12,8.12,1,14,42,55.07,6.8,46.2,"<90days",0.126575342,1,4.6,"26.67","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"rivermead vga","","","","","","lohse",0,1,15,33.87,9.48,0,15,30.53,9.52,NA,NA,15,29.4,6.42,0.5,-3.34,9.500021053,-4.47,8.095887845,0.351578168,0.552132155,0.945454545,0.332401177,0.522015855,0.070786907,0.076828331,0.063275305,0.068675638,-0.5,-567.253795379538,6.79705818718657,-13.5483535677126,-21.6859405940594,2.849561369755,-1.91480655760071,-5.91954455445544,-28.0555775577558,3.74165738677394,-2.37552455221833
"665",665,184,"verma2011","verma","2011","exp",419,"task oriented circuit training","http://www.ncbi.nlm.nih.gov/pubmed/22120031","india","","lucknow",8.12,8.12,8.12,1,14,42,53.27,8.53,42.49,"<90days",0.116410959,1,5.47,"26.87","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"rivermead vga","","","","","","lohse",0,1,15,32.8,4.76,0,15,20.13,6.42,NA,NA,15,18.67,5.56,0.5,-12.67,5.65128304,-14.13,5.175480654,2.241968755,2.730181203,0.945454545,2.11967955,2.581262229,0.23421413,0.315129647,0.209360333,0.281689443,0.5,-570.963795379538,6.51843539509291,-13.8269763598063,-21.6859405940594,2.849561369755,-1.91480655760071,-7.71954455445544,-28.0555775577558,3.74165738677394,-2.37552455221833
"672",672,185,"vistin1998","vistin","1998","ctrl",420,"treadmill walking with full weight bearing","http://www.ncbi.nlm.nih.gov/pubmed/9626282","canada","quebec","montreal",7.92,7.92,7.92,1,42,90,66.7,NA,78.4,"<90days",0.214794521,0,NA,"","","","",NA,"","",NA,"",21.9,NA,NA,"","",NA,"","","",NA,"",NA,14,"bbs","le","","balance","","","lohse",0,0,50,21.9,16.6,0,36,27.76,21.3,NA,NA,36,34.35,21.3,0.5,5.86,18.70242854,12.45,18.70242854,0.313328292,0.665688949,0.984615385,0.308507857,0.655447581,0.020981746,0.024431418,0.02034112,0.023685464,-0.5,-535.053795379538,8.85437744847146,-11.4910343064277,-21.8859405940594,2.81424945589406,-1.95011847146165,5.71045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"673",673,185,"vistin1998","vistin","1998","exp",421,"BWSTT","http://www.ncbi.nlm.nih.gov/pubmed/9626282","canada","quebec","montreal",7.92,7.92,7.92,1,42,90,66.5,NA,68.1,"<90days",0.186575342,0,NA,"","","","",NA,"","",NA,"",23.3,NA,NA,"","",NA,"","","",NA,"",NA,7,"bbs","le","","balance","","","lohse",0,0,50,23.3,15.3,0,43,35.1,15.27,NA,NA,43,40.4,20.65,0.5,11.8,15.28616116,17.1,17.96827332,0.771940049,0.95167742,0.984615385,0.760064048,0.937036229,0.025958914,0.029056899,0.025166323,0.028169718,0.5,-545.353795379538,8.2522724143111,-12.0931393405881,-21.8859405940594,2.81424945589406,-1.95011847146165,5.51045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"680",680,188,"waldman2013","waldman","2013","ctrl",426,"instructed home exercise program","http://www.ncbi.nlm.nih.gov/pubmed/23648617","usa","IL","evanston",9,9,9,3,42,84,53,7.1,894,">1year",2.449315068,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"STREAM","","","","","","lohse",0,0,12,30.3,7.7,0,12,31.7,8,NA,NA,12,32.5,8.3,0.5,1.4,7.85143299,2.2,8.005623024,0.178311399,0.274806844,0.930232558,0.165871069,0.255634274,0.084658123,0.08647995,0.073257435,0.074833921,-0.5,280.546204620462,29.8998327754521,9.55442102055292,-20.8059405940594,3,-1.76436792735571,-7.98954455445544,-0.0555775577557753,6.48074069840786,0.363558759415592
"681",681,188,"waldman2013","waldman","2013","exp",427,"training using a portable robot","http://www.ncbi.nlm.nih.gov/pubmed/23648617","usa","IL","evanston",9,9,9,3,42,84,51.3,8,1239,">1year",3.394520548,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"STREAM","","","","","","lohse",0,0,12,28.9,5,0,11,33,7.1,NA,NA,11,33.2,8.8,0.5,4.1,6.090976933,4.3,7.069047218,0.673126831,0.608285653,0.930232558,0.626164494,0.565847119,0.102212489,0.098750476,0.0884478,0.085452008,0.5,625.546204620462,35.1994318135961,14.8540200586969,-20.8059405940594,3,-1.76436792735571,-9.68954455445544,-0.0555775577557753,6.48074069840786,0.363558759415592
"686",686,190,"walker2000","walker","2000","exp",430,"balance training with visual feedback + CPT","http://www.ncbi.nlm.nih.gov/pubmed/10960936","canada","ontario","kingston",70,70,70,1,39.3,69.3,65.4,13.8,40.9,"<90days",0.112054795,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,NA,"bbs","le","","balance","","","lohse",0,0,16,35.9,7.5,0,16,46.6,6,NA,NA,16,47.9,5.1,0.5,10.7,6.791538854,12,6.413267498,1.575489772,1.871121079,0.949152542,1.495380123,1.775979329,0.140067751,0.17190919,0.126185713,0.154871365,0.5,-572.553795379538,6.39531078212779,-13.9501009727714,40.1940594059406,8.36660026534076,3.60223233798505,4.41045544554456,-2.75557755775578,6.26897120746299,0.151789268470723
"687",687,190,"walker2000","walker","2000","ctrl",431,"conventional PT and OT with additional balance training","http://www.ncbi.nlm.nih.gov/pubmed/10960936","canada","ontario","kingston",65,65,65,1,36.7,66.7,62.4,13.3,35.1,"<90days",0.096164384,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,NA,"bbs","le","","balance","","","lohse",0,0,16,36.9,11,0,16,48.8,6.2,NA,NA,16,50.9,4.1,0.5,11.9,8.928605714,14,8.300903565,1.332794882,1.686563383,0.949152542,1.265025651,1.600805923,0.118010694,0.151390501,0.106314719,0.136386272,-0.5,-578.353795379538,5.92452529743945,-14.4208864574597,35.1940594059406,8.06225774829855,3.29788982094284,1.41045544554456,-5.35557755775577,6.05805249234438,-0.0591294466478844
"688",688,190,"walker2000","walker","2000","ctrl",432,"conventional PT and OT","http://www.ncbi.nlm.nih.gov/pubmed/10960936","canada","ontario","kingston",52,52,52,1,36.6,66.6,65.8,9.9,42,"<90days",0.115068493,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,NA,"bbs","le","","balance","","","lohse",0,0,14,36.1,13.4,0,14,46.5,8.9,NA,NA,14,47.1,9.3,0.5,10.4,11.37475274,11,11.53364643,0.914305588,0.953731334,0.941176471,0.860522907,0.897629491,0.101284097,0.103914409,0.089718785,0.09204875,-0.5,-571.453795379538,6.48074069840786,-13.8646710564913,22.1940594059406,7.21110255092798,2.44673462357227,4.81045544554456,-5.45557755775577,6.04979338490167,-0.0673885540905985
"695",695,191,"wang2005","wang","2005","exp",433,"bobath therapy severe subset","http://www.ncbi.nlm.nih.gov/pubmed/15759530","taiwan","","taipei",13.3,13.3,13.3,1,28,NA,53.9,NA,21.9,"<90days",0.06,0,NA,"","","","2 to 3",NA,"","",NA,"",6.09,NA,NA,"11.18","11.6",NA,"","","",NA,"",NA,0,"stroke impairment assessment set","","","","","","lohse",1,0,10,0.91,1.91,0,10,4.1,2.81,NA,NA,NA,NA,NA,0.5,3.19,2.402519511,NA,1.91,1.327772776,NA,0.914285714,1.213963681,NA,0.188149027,NA,0.157277228,NA,0.5,-591.553795379538,4.67974358271904,-15.6656681721802,-16.5059405940594,3.64691650576209,-1.11745142159361,-7.08954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"696",696,191,"wang2005","wang","2005","exp",434,"orthopaedic treatment programme severe group","http://www.ncbi.nlm.nih.gov/pubmed/15759530","taiwan","","taipei",13.3,13.3,13.3,1,28,NA,59.3,NA,20.7,"<90days",0.056712329,0,NA,"","","","2 to 3",NA,"","",NA,"",10.67,NA,NA,"11.33","14.17",NA,"","","",NA,"",NA,0,"stroke impairment assessment set","","","","","","lohse",1,0,11,1,1.86,0,11,4,2.63,NA,NA,NA,NA,NA,0.5,3,2.277773035,NA,1.86,1.317075913,NA,0.923076923,1.215762381,NA,0.169758589,NA,0.144646372,NA,0.5,-592.753795379538,4.54972526643093,-15.7956864884683,-16.5059405940594,3.64691650576209,-1.11745142159361,-1.68954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"697",697,191,"wang2005","wang","2005","exp",435,"bobath therapy less severe group","http://www.ncbi.nlm.nih.gov/pubmed/15759530","taiwan","","taipei",13.3,13.3,13.3,1,28,NA,62.4,NA,21.6,"<90days",0.059178082,0,NA,"","","","4 to 5",NA,"","",NA,"",16,NA,NA,"17.86","15.1",NA,"","","",NA,"",NA,1,"stroke impairment assessment set","","","","","","lohse",1,0,11,10.27,3.13,0,11,11,2.83,NA,NA,NA,NA,NA,0.5,0.73,2.98377278,NA,3.13,0.244656699,NA,0.923076923,0.225836953,NA,0.093629859,NA,0.079779288,NA,0.5,-591.853795379538,4.6475800154489,-15.6978317394503,-16.5059405940594,3.64691650576209,-1.11745142159361,1.41045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"698",698,191,"wang2005","wang","2005","exp",436,"orthopaedic treatment programme less severe group","http://www.ncbi.nlm.nih.gov/pubmed/15759530","taiwan","","taipei",13.3,13.3,13.3,1,28,NA,63.8,NA,19.6,"<90days",0.05369863,0,NA,"","","","4 to 5",NA,"","",NA,"",33.46,NA,NA,"23.31","13.31",NA,"","","",NA,"",NA,1,"stroke impairment assessment set","","","","","","lohse",1,0,12,10.36,2.84,0,12,11.27,2.97,NA,NA,NA,NA,NA,0.5,0.91,2.905727103,NA,2.84,0.313174626,NA,0.930232558,0.291325234,NA,0.087419931,NA,0.075647317,NA,0.5,-593.853795379538,4.42718872423573,-15.9182230306635,-16.5059405940594,3.64691650576209,-1.11745142159361,2.81045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"699",699,192,"werner1996","werner","1996","exp",437,"intensive outpatient therapy","http://www.ncbi.nlm.nih.gov/pubmed/8630191","usa","MI","ann arbor",96,96,96,1,84,270,59,NA,1058.5,">1year",2.9,0,NA,"","","75","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",10,"",NA,5,"fim","","","","","","lohse",0,0,33,75,14,1,33,81.6,NA,0,1,33,82.3,NA,0.5,6.6,14,7.3,14,0.471428571,0.521428571,0.976377953,0.460292463,0.509111361,0.033670377,0.034422542,0.032098439,0.032815488,0.5,445.046204620462,32.5345969699949,12.1891852150957,66.1940594059406,9.79795897113271,5.033591043777,-1.98954455445544,41.9444224422442,9.16515138991168,3.04796945091941
